specObjID,bestObjID,plate,mjd,fiberID,subClass,ra,dec,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,elodieObject,elodieSpType,elodieBV,elodieTEff,elodieLogG,elodieFeH
4039881235086200832,1237657192519827728,3588,55184,554,A5II (34578),9.191953,1.076411,22.01321,21.42393,21.13443,21.02333,21.11979,HD002796,Fw,0.647,4949,1.32,-2.32
4040892236061495296,1237663783128793734,3589,55186,136,A5II (34578),11.76241,-0.7446205,22.64289,21.65808,21.49142,21.43171,21.40335,HD000245,G2V,0.539,5373,4.37,-1.08
4063546573891850240,1237663785284469037,3609,55201,632,A5II (34578),30.4274,0.9197662,22.15639,21.69147,21.39666,21.1835,21.63612,HD028343,K7V,1.363,3900,4.232,0.17
4063610895322075136,1237678617431638372,3609,55201,866,A5II (34578),31.59324,1.084417,21.71702,20.74846,20.53805,20.55066,20.61633,HD049434,F1V,0.263,7292,4.241,-0.16
4106264800325292032,1237657070089273511,3647,55241,392,A5II (34578),36.36122,-0.4669832,19.15483,18.26339,17.92345,17.77291,17.7623,HD036395,M1V,1.474,3705,4.8,0.6
4109773891735670784,1237678617435636182,3650,55244,870,A5II (34578),40.61004,0.7731372,22.65056,21.32097,21.03248,21.16808,21.13197,HD016458,G8p...,1.323,4547,1.93,-0.33
4116518296010117120,1237663788487541580,3656,55241,830,A5II (34578),111.5976,42.91038,22.37476,21.56536,21.42636,21.29556,21.12837,HD002796,Fw,0.647,4949,1.32,-2.32
4119812431840301056,1237663917335249686,3659,55181,526,A5II (34578),112.1412,43.42858,22.70822,21.2983,20.94644,20.98895,20.69098,HD016458,G8p...,1.323,4547,1.93,-0.33
4125411695878492160,1237651273490563806,3664,55245,416,A5II (34578),113.9734,39.25858,23.94978,21.83531,21.60909,21.30209,21.06747,HD003712,K0II-IIIva,1.173,4662,2.05,-0.09
4127595324964622336,1237673308818506281,3666,55185,168,A5II (34578),115.8713,40.38702,22.76858,21.09071,20.82616,20.54129,20.92918,?,0,0,4752,4.641,-0.91
4128702539565912064,1237654392175067679,3667,55566,100,A5II (34578),116.0792,36.6187,22.06793,20.43191,20.36683,20.30952,20.25599,HD345957,G0Vwe,0.427,5734,3.74,-1.56
4132077489064529920,1237653589016904456,3670,55480,90,A5II (34578),117.524,37.85792,22.61703,21.30834,21.05093,21.02831,21.01897,HD028343,K7V,1.363,3900,4.232,0.17
4132110474413363200,1237651190813753827,3670,55480,210,A5II (34578),117.0762,38.17659,21.72867,20.87426,20.51994,20.57029,20.20462,HD014625,0,1.08,4437,2.745,0.21
4133189095370543104,1237651496831091220,3671,55483,38,A5II (34578),118.1173,45.0441,21.79383,20.40782,20.12368,20.00949,19.96445,HD224315,F0,0.287,7134,3.863,-0.07
4134330938212765696,1237651191351476494,3672,55484,96,A5II (34578),118.116,40.11249,21.28985,20.64692,20.39261,20.43815,20.23229,HD036395,M1V,1.474,3705,4.8,0.6
4136800986017845248,1237673706116219605,3674,55182,890,A5II (34578),118.4011,42.39318,22.63518,21.10703,20.74938,20.6487,20.35511,HD036395,M1V,1.474,3705,4.8,0.6
4138970322526556160,1237663546898055782,3676,55186,590,A5II (34578),116.8508,44.61915,22.00498,21.47711,21.18456,21.12431,20.69141,HD037742,O9.5Ib...,-0.199,9899,2.924,0.09
4142392552853884928,1237663917339771556,3679,55209,752,A5II (34578),119.2176,52.67075,22.55066,21.3746,21.17245,20.97347,20.50045,HD046784,M0III,1.674,3796,1.532,-0.27
4152448687275266048,1237663529720676393,3688,55273,472,A5II (34578),121.4787,49.47523,23.62633,21.24099,20.96879,20.91565,20.95125,HD002665,G5IIIwe,0.711,4984,2.36,-1.97
4156861575733727232,1237651250409242689,3692,55186,142,A5II (34578),125.2246,46.4381,23.41084,21.37704,21.00137,21.10514,20.73946,HD001227,G8II-III,0.895,5063,2.65,0.25
4167179948543725568,1237663548513190293,3701,55540,816,A5II (34578),123.5575,54.06149,21.56084,20.84908,20.5036,20.46778,20.12799,HD028343,K7V,1.363,3900,4.232,0.17
4167188744636747776,1237663548513321601,3701,55540,848,A5II (34578),124.0724,54.29874,22.61615,21.29117,21.06665,20.86981,20.67856,HD001227,G8II-III,0.895,5063,2.65,0.25
4206529265209200640,1237666339725771200,3736,55214,608,A5II (34578),16.38625,0.2254399,22.51346,21.48697,21.18003,20.9503,21.00159,HD001227,G8II-III,0.895,5063,2.65,0.25
4215540862426566656,1237678437015355689,3744,55209,624,A5II (34578),37.41667,1.162965,22.07481,21.34283,21.212,21.22278,20.93657,HD005395,G8III-IV,0.936,4761,2.55,-0.75
4215612330682372096,1237663784751202811,3744,55209,884,A5II (34578),38.67213,0.4632487,22.75792,21.86958,21.48741,21.48674,21.49355,HD221170,G2IV,1.014,4483,1.04,-2.09
4216601891566800896,1237657070090191207,3745,55234,388,A5II (34578),38.34505,-0.4856671,22.39109,21.15711,20.98739,20.92187,21.04702,HD003712,K0II-IIIva,1.173,4662,2.05,-0.09
4216658791293538304,1237657587096879422,3745,55234,595,A5II (34578),38.26102,0.7901043,22.74293,21.31608,21.1355,21.10847,20.9308,HD002796,Fw,0.647,4949,1.32,-2.32
4224633824041259008,1237657401336529416,3752,55236,936,A5II (34578),119.414,30.36166,22.36176,21.27618,21.54811,21.02745,20.69485,HD046784,M0III,1.674,3796,1.532,-0.27
4225534878014525440,1237657118942560983,3753,55486,118,A5II (34578),119.062,30.86972,22.6826,21.261,20.98493,20.76168,20.6912,HD036395,M1V,1.474,3705,4.8,0.6
4225621189677305856,1237657595146535799,3753,55486,432,A5II (34578),117.303,31.37387,22.83026,21.93616,21.64945,21.38671,20.89362,HD002796,Fw,0.647,4949,1.32,-2.32
4226721251094450176,1237657595147518566,3754,55488,338,A5II (34578),119.0807,33.07041,21.8901,21.00993,20.85696,20.83068,20.58667,HD002796,Fw,0.647,4949,1.32,-2.32
4228891137577078784,1237657776611132094,3756,55505,40,A5II (34578),122.3614,32.44322,23.3256,21.94501,21.84458,21.82724,21.08656,HD000245,G2V,0.539,5373,4.37,-1.08
4229041220914270208,1237674289145578111,3756,55505,586,A5II (34578),120.099,33.66051,23.8809,22.00081,21.69779,21.65862,21.2521,HD003712,K0II-IIIva,1.173,4662,2.05,-0.09
4230243536929574912,1237657608033993508,3757,55508,864,A5II (34578),122.6144,36.06817,22.59905,21.12952,20.8094,20.57161,20.42422,HD002796,Fw,0.647,4949,1.32,-2.32
4232260586447327232,1237674289147806259,3759,55236,10,A5II (34578),126.0525,34.89653,22.7731,21.5381,21.36557,21.17264,21.20114,HD001227,G8II-III,0.895,5063,2.65,0.25
4234529429295222784,1237657606962610289,3761,55272,72,A5II (34578),127.9569,39.51248,23.16546,21.38767,21.21383,21.06555,20.72808,HD000245,G2V,0.539,5373,4.37,-1.08
4235896675947008000,1237657630584734526,3762,55507,950,A5II (34578),128.7534,37.02799,22.52384,21.03764,20.75365,20.62193,20.48197,HD017925,K1V,0.864,5099,4.53,-0.07
4239134187951771648,1237657630585258551,3765,55508,440,A5II (34578),129.7177,37.88451,23.01378,21.52031,21.15386,21.06738,20.9421,HD037742,O9.5Ib...,-0.199,9899,2.924,0.09
4242606446611812352,1237650805339980210,3768,55564,784,A5II (34578),148.5932,-1.401284,22.91832,21.27003,20.91701,20.7182,20.32802,HD001227,G8II-III,0.895,5063,2.65,0.25
4242616891972276224,1237654872681153253,3768,55564,822,A5II (34578),148.6776,-1.315168,22.28625,21.64726,21.21456,21.30951,20.98772,HD016458,G8p...,1.323,4547,1.93,-0.33
4243547073373556736,1237650804805140846,3769,55240,110,A5II (34578),153.1361,-1.928723,23.68745,21.44886,21.04296,20.7841,20.39812,HD005234,K2III,1.226,4318,1.76,-0.25
4243704303536328704,1237654669736608396,3769,55240,682,A5II (34578),152.2826,-0.3768724,24.60732,22.05891,22.1144,21.90635,22.57062,HD037742,O9.5Ib...,-0.199,9899,2.924,0.09
4243763127408414720,1237650805341946127,3769,55240,896,A5II (34578),153.0637,-1.619316,21.5473,20.33381,20.12358,20.11918,19.98448,HD224315,F0,0.287,7134,3.863,-0.07
4243776321547948032,1237651800161780014,3769,55240,944,A5II (34578),153.2196,-0.6721889,21.37612,20.09032,19.97465,19.85776,19.9214,HD001227,G8II-III,0.895,5063,2.65,0.25
4243777421059575808,1237651799625040344,3769,55240,948,A5II (34578),153.5473,-1.072325,21.97495,21.49549,21.32046,21.23261,20.96639,HD009927,K3III,1.299,4395,2.11,-0.01
4244902221354127360,1237648720147055207,3770,55234,944,A5II (34578),157.2545,-0.9144485,22.50356,21.52675,21.35832,21.41818,20.82947,HD071557,A0,-0.089,10046,3.52,0.15
4245946762601451520,1237650805344829771,3771,55544,648,A5II (34578),159.6386,-1.684003,22.27652,21.26247,20.96383,20.91183,20.40104,HD003712,K0II-IIIva,1.173,4662,2.05,-0.09
4246933569807863808,1237650370474869339,3772,55277,142,A5II (34578),163.8774,-2.388418,23.21566,21.61838,21.42624,21.29136,21.2618,HD002796,Fw,0.647,4949,1.32,-2.32
4247003388796227584,1237650371011281479,3772,55277,396,A5II (34578),162.7734,-1.978716,22.89553,21.22115,20.97654,20.88794,20.46654,HD001227,G8II-III,0.895,5063,2.65,0.25
4247070459005521920,1237648720149414279,3772,55277,640,A5II (34578),162.7451,-0.8682988,22.01003,21.35358,21.09191,20.82349,20.41313,HD030495,G3V,0.588,5820,4.37,-0.05
4249305215835328512,1237650371551166759,3774,55244,578,A5II (34578),169.6752,-1.734856,22.0678,21.34459,21.17179,21.19229,20.7524,HD003712,K0II-IIIva,1.173,4662,2.05,-0.09
4249370636777181184,1237650371551625422,3774,55244,816,A5II (34578),170.7118,-1.764758,21.5587,20.51425,20.37452,20.2324,20.17891,HD057651,0,1.633,3714,1.49,-0.57
4250395380993511424,1237671129124110905,3775,55207,448,A5II (34578),174.1174,-2.898058,21.86612,21.12488,20.85802,20.67288,20.42453,HD002796,Fw,0.647,4949,1.32,-2.32
4251419026352525312,1237650762390634756,3776,55209,76,A5II (34578),180.2266,-1.905508,21.21334,20.48385,20.25793,20.19263,19.6829,HD009927,K3III,1.299,4395,2.11,-0.01
4251430021468803072,1237650762390569602,3776,55209,116,A5II (34578),180.091,-1.961979,24.24146,21.92269,21.68012,21.78146,21.7486,HD002796,Fw,0.647,4949,1.32,-2.32
4252549324322656256,1237650370484240642,3777,55210,92,A5II (34578),185.2606,-2.674654,21.58627,20.61158,20.35822,20.31517,19.97526,HD028343,K7V,1.363,3900,4.232,0.17
4252550973590097920,1237650370484240576,3777,55210,98,A5II (34578),185.2399,-2.696804,22.10299,21.64857,21.48263,21.44532,21.70132,HD002796,Fw,0.647,4949,1.32,-2.32
4252743937880772608,1237650762929471691,3777,55210,800,A5II (34578),184.6237,-1.582403,22.24644,21.60345,21.70989,21.4723,21.41391,HD014625,0,1.08,4437,2.745,0.21
4253762085698424832,1237650761320497768,3778,55213,408,A5II (34578),188.4252,-2.806535,23.25147,21.89224,21.65943,21.38088,21.31028,HD000693,F5V,0.429,6180,4.11,-0.41
4253895676361199616,1237650372096819549,3778,55213,894,A5II (34578),189.7331,-1.424236,22.65474,21.58801,21.47062,21.56395,20.82384,HD002796,Fw,0.647,4949,1.32,-2.32
4254937463779512320,1237648720699196095,3779,55222,588,A5II (34578),192.2143,-0.5724012,23.461,21.62382,21.29186,21.38421,21.4504,HD013530,G8III:var,0.922,4836,2.86,-0.57
4255958360627892224,1237654871065690674,3780,55240,206,A5II (34578),137.4732,-2.183916,22.17123,21.25942,21.12109,20.97798,20.44853,HD001227,G8II-III,0.895,5063,2.65,0.25
4257189263945519104,1237648720676651262,3781,55243,588,A5II (34578),140.7133,-0.5300719,22.28882,20.70341,20.50813,20.39282,20.33885,HD009927,K3III,1.299,4395,2.11,-0.01
4261586760667254784,1237650803733561612,3785,55241,202,A5II (34578),158.0903,-2.966119,21.07596,20.30954,20.07417,20.01736,19.62681,HD028343,K7V,1.363,3900,4.232,0.17
4261683517690499072,1237650805343584762,3785,55241,554,A5II (34578),156.8378,-1.704961,21.8647,21.20625,20.95894,20.85547,20.52553,BD+044551,F7Vwe,0.429,5769,3.88,-1.61
4261693413832019968,1237654669201834271,3785,55273,590,A5II (34578),157.0726,-0.8275132,21.85612,20.73483,20.46445,20.55215,20.27946,HD009927,K3III,1.299,4395,2.11,-0.01
4262674183069388800,1237650804272398758,3786,55563,62,A5II (34578),162.6715,-2.530253,22.24009,20.784,20.49859,20.31756,20.07087,HD028343,K7V,1.363,3900,4.232,0.17
4262761044487983104,1237650369937015309,3786,55563,378,A5II (34578),161.5343,-2.803691,22.81092,21.35989,21.11424,20.91356,20.96331,HD029139,K5III,1.538,3922,1.21,-0.17
4262910578069360640,1237650805883011342,3786,55563,922,A5II (34578),162.6142,-1.445547,22.13861,21.14375,20.89041,20.68378,20.35547,HD009927,K3III,1.299,4395,2.11,-0.01
4263858906881871872,1237650371012199009,3787,55565,276,A5II (34578),164.9249,-2.129935,22.61251,21.95588,21.77535,21.7259,21.02468,HD003712,K0II-IIIva,1.173,4662,2.05,-0.09
4266052977369042944,1237650761850749209,3789,55269,66,A5II (34578),173.3313,-2.316081,21.92127,21.19695,21.03775,20.89955,20.36207,HD001227,G8II-III,0.895,5063,2.65,0.25
4266170075357401088,1237650371015016935,3789,55269,492,A5II (34578),171.3118,-2.168768,22.4291,21.25016,21.07112,21.10677,20.52667,HD000245,G2V,0.539,5373,4.37,-1.08
4266187117787631616,1237674649388187921,3789,55269,554,A5II (34578),171.6825,-0.7311358,21.74822,20.86597,20.56282,20.52014,20.50796,?,0,0,4752,4.641,-0.91
4266210757287628800,1237674648851448140,3789,55269,640,A5II (34578),172.0528,-1.234499,21.67572,20.93378,20.72486,20.62581,20.30088,HD001227,G8II-III,0.895,5063,2.65,0.25
4266252538729484288,1237648720153804924,3789,55269,792,A5II (34578),172.7052,-0.988368,20.16177,18.95357,18.93425,18.95654,18.94182,HD036395,M1V,1.474,3705,4.8,0.6
4266296519194595328,1237674648852169261,3789,55269,952,A5II (34578),173.6802,-1.250656,22.226,22.39143,21.86498,21.71607,21.80432,?,0,1.474,5260,2.74,-1.05
4267419669298958336,1237674649391006135,3790,55208,942,A5II (34578),178.0606,-0.6642392,22.32341,21.72478,21.47974,21.35997,22.14457,HD036395,M1V,1.474,3705,4.8,0.6
4269413083947225088,1237650761857302847,3792,55212,2,A5II (34578),188.2728,-2.400585,21.82555,20.95679,20.66582,20.51025,20.17018,HD037742,O9.5Ib...,-0.199,9899,2.924,0.09
4269457614168150016,1237650369948287419,3792,55212,164,A5II (34578),187.4141,-3.041323,21.37717,20.66512,20.47822,20.35891,20.06447,HD046784,M0III,1.674,3796,1.532,-0.27
4269474931476287488,1237650371021963486,3792,55212,227,A5II (34578),187.1827,-2.249335,21.3335,20.51109,20.21425,20.08199,19.71007,HD338529,B5,0.326,6162,4.05,-2.26
4269586257028599808,1237648703504712099,3792,55212,632,A5II (34578),186.5014,-0.7159027,22.66232,21.85402,21.5258,21.11621,20.72042,HD028343,K7V,1.363,3900,4.232,0.17
4269612095551852544,1237650372095509035,3792,55212,726,A5II (34578),186.8148,-1.331385,22.20182,21.66283,21.56852,21.38258,21.31868,HD030495,G3V,0.588,5820,4.37,-0.05
4269617593109991424,1237654669751812511,3792,55212,746,A5II (34578),187.0156,-0.4169278,22.17937,20.68779,20.50271,20.49859,20.55898,HD005395,G8III-IV,0.936,4761,2.55,-0.75
4269620341889060864,1237648720160031102,3792,55212,756,A5II (34578),186.9919,-0.9706351,21.5494,20.77282,20.53413,20.42802,20.11681,HD029139,K5III,1.538,3922,1.21,-0.17
4269633536028594176,1237650372095705571,3792,55212,804,A5II (34578),187.2424,-1.277701,22.72302,21.4614,21.40329,21.29211,20.90695,HD010700,G8V,0.727,5301,4.34,-0.5
4270622546771333120,1237671764785562038,3793,55214,306,A5II (34578),190.7765,-2.213854,21.92607,21.04216,20.71359,20.70333,20.40016,HD003712,K0II-IIIva,1.173,4662,2.05,-0.09
4270680271131791360,1237650371559883440,3793,55214,516,A5II (34578),189.6757,-1.856246,22.64132,21.33148,21.22543,21.21414,21.1377,HD003712,K0II-IIIva,1.173,4662,2.05,-0.09
4270685768689930240,1237650371559948563,3793,55214,536,A5II (34578),189.831,-1.790347,22.06961,21.63706,21.62924,21.66814,21.42711,HD036395,M1V,1.474,3705,4.8,0.6
4271786380282318848,1237650369951039779,3794,55241,444,A5II (34578),193.6649,-3.032397,22.00741,21.36159,21.29493,21.04677,20.8347,HD002796,Fw,0.647,4949,1.32,-2.32
4279561581254430720,1237657595148960194,3801,55509,58,A5II (34578),121.6228,35.52156,21.98235,21.36013,21.40582,21.56527,20.90018,HD005395,G8III-IV,0.936,4761,2.55,-0.75
4281925531321257984,1237654391103488839,3803,55513,466,A5II (34578),120.5132,40.27962,22.60756,21.07194,20.77277,20.60607,20.54839,HD002796,Fw,0.647,4949,1.32,-2.32
4281926081077071872,1237653588481540565,3803,55513,468,A5II (34578),120.5544,40.38007,21.76999,20.94797,20.65714,20.57864,20.22058,HD001227,G8II-III,0.895,5063,2.65,0.25
4283003598345097216,1237657594612482828,3804,55267,292,A5II (34578),122.7647,36.04482,22.26772,20.88617,20.71846,20.59548,20.57686,HD002796,Fw,0.647,4949,1.32,-2.32
4285339239913377792,1237673704507179600,3806,55505,597,A5II (34578),123.572,41.80017,21.21572,20.50359,20.12506,20.00891,19.70967,HD036395,M1V,1.474,3705,4.8,0.6
4287633645936857088,1237673705045295908,3808,55513,752,A5II (34578),127.3031,42.53364,22.49848,21.45268,21.22943,21.27708,21.43679,HD002796,Fw,0.647,4949,1.32,-2.32
4287697692489175040,1237657595152630469,3808,55513,985,A5II (34578),129.1332,41.68893,23.93516,21.75015,21.61936,21.67873,21.28033,HD028343,K7V,1.363,3900,4.232,0.17
4289833777126199296,1237654601017852553,3810,56015,564,A5II (34578),130.148,2.527374,22.44162,21.19376,21.05176,21.09156,21.24242,HD003712,K0II-IIIva,1.173,4662,2.05,-0.09
4291017393390768128,1237658423004758406,3811,55538,774,A5II (34578),132.065,4.11201,21.49331,20.817,20.61014,20.34013,20.18388,HD003712,K0II-IIIva,1.173,4662,2.05,-0.09
4295466567175786496,1237650796214420033,3815,55537,576,A5II (34578),133.3327,0.0552853,22.0083,21.12942,20.87387,20.89027,20.60044,HD001227,G8II-III,0.895,5063,2.65,0.25
4297633150476242944,1237654601557279290,3817,55277,266,A5II (34578),135.9776,3.426024,22.18075,21.39513,21.3184,21.14782,20.56906,HD003712,K0II-IIIva,1.173,4662,2.05,-0.09
4298892645324050432,1237653664716030682,3818,55532,752,A5II (34578),136.4668,1.454355,22.27042,21.17677,20.89458,20.66411,20.09583,HD037742,O9.5Ib...,-0.199,9899,2.924,0.09
4300068573144174592,1237673710405681964,3819,55540,934,A5II (34578),137.9121,2.255548,23.31141,21.91234,21.79453,21.59917,21.12422,HD001227,G8II-III,0.895,5063,2.65,0.25
4301131800921788416,1237658298451165457,3820,55542,706,A5II (34578),137.7082,4.327246,21.96935,21.22798,20.94552,21.06745,21.01626,HD010380,K3III,1.381,4066,1.43,-0.27
4301192823817129984,1237654602632331607,3820,55542,928,A5II (34578),138.9173,4.398205,21.77556,20.84979,20.59363,20.5417,20.21036,HD036395,M1V,1.474,3705,4.8,0.6
4302247255350726656,1237674460414476827,3821,55535,668,A5II (34578),138.5714,1.417979,21.50062,20.98558,20.70593,20.62823,20.45213,HD014625,0,1.08,4437,2.745,0.21
4302329993600716800,1237650796754174467,3821,55535,969,A5II (34578),139.9966,0.6073343,22.0369,21.16877,20.95484,20.89444,20.33467,HD000245,G2V,0.539,5373,4.37,-1.08
4303289042769039360,1237648722286346823,3822,55544,362,A5II (34578),138.579,0.7700952,22.77847,21.53528,21.307,21.23739,20.89613,HD000245,G2V,0.539,5373,4.37,-1.08
4304425387868573696,1237648721213456610,3823,55534,400,A5II (34578),140.5822,-0.1496342,24.2799,21.50686,21.27807,21.13821,21.78843,HD037742,O9.5Ib...,-0.199,9899,2.924,0.09
4306637605246881792,1237648720677699949,3825,55533,256,A5II (34578),143.0341,-0.58018,21.98553,20.6772,20.48414,20.34451,20.29982,HD037742,O9.5Ib...,-0.199,9899,2.924,0.09
4307949872877948928,1237650796756861265,3826,55563,934,A5II (34578),146.0471,0.4360553,21.85735,21.00097,20.758,20.81606,20.67188,HD036395,M1V,1.474,3705,4.8,0.6
4310000461661097984,1237654668661424477,3828,55539,202,A5II (34578),149.0519,-1.175174,21.61747,20.91684,20.61527,20.64375,20.85656,HD095735,M2V,1.502,3717,4.89,-0.2
4310188478149447680,1237648722291131099,3828,55539,886,A5II (34578),149.5868,0.8072369,22.78736,21.51001,21.3615,21.15965,20.93012,HD001227,G8II-III,0.895,5063,2.65,0.25
4312440828306149376,1237648721756029364,3830,55574,888,A5II (34578),153.5883,0.4038511,22.29219,21.74088,21.62595,21.55589,21.6672,HD000245,G2V,0.539,5373,4.37,-1.08
4312465567317774336,1237654670811070925,3830,55574,978,A5II (34578),153.931,0.4587627,22.27432,20.90303,20.67857,20.46653,20.18416,HD028343,K7V,1.363,3900,4.232,0.17
4313584319878942720,1237654671348728226,3831,55543,952,A5II (34578),155.7814,0.8993055,22.25871,21.21754,20.90188,20.76666,21.5345,HD001227,G8II-III,0.895,5063,2.65,0.25
4314579648518574080,1237648721220206756,3832,55289,477,A5II (34578),155.9299,-0.0477133,19.74247,18.86943,18.57779,18.61115,18.45541,HD036395,M1V,1.474,3705,4.8,0.6
4315839413982875648,1237648722295784133,3833,55290,964,A5II (34578),160.17,0.6769346,22.83873,21.75685,21.61049,21.51811,21.06924,HD009927,K3III,1.299,4395,2.11,-0.01
4316713530407800832,1237654668667125956,3834,55569,48,A5II (34578),162.0058,-1.093416,21.52211,20.69,20.54772,20.43543,20.17516,HD036395,M1V,1.474,3705,4.8,0.6
4316931790931775488,1237654670814282194,3834,56014,842,A5II (34578),161.2801,0.5620136,23.4346,21.54631,21.17937,20.90453,20.84712,HD002796,Fw,0.647,4949,1.32,-2.32
4320214375480971264,1237648721224663385,3837,55572,496,A5II (34578),166.092,-0.01365034,22.39719,21.67981,21.23806,21.34229,21.12248,HD028343,K7V,1.363,3900,4.232,0.17
4320251758876315648,1237674650996638023,3837,55572,632,A5II (34578),166.6753,0.5008777,22.43573,21.64436,21.46881,21.29407,21.16923,HD009927,K3III,1.299,4395,2.11,-0.01
4321377659051593728,1237674651534426699,3838,55588,632,A5II (34578),168.8779,0.8973137,22.17105,21.02736,20.8948,20.84176,20.84201,HD029139,K5III,1.538,3922,1.21,-0.17
4322410650007785472,1237648720153018782,3839,55575,294,A5II (34578),170.9574,-0.9807687,22.20523,21.05849,20.91834,20.8564,20.65278,HD003712,K0II-IIIva,1.173,4662,2.05,-0.09
4322413398786854912,1237674649924797118,3839,55575,304,A5II (34578),171.1009,-0.3359721,22.55521,21.44659,21.22505,21.08094,21.20686,HD028343,K7V,1.363,3900,4.232,0.17
4322434289507782656,1237648720689824222,3839,55575,380,A5II (34578),170.7381,-0.5590022,22.60906,21.83572,21.49385,21.66473,21.43272,HD002796,Fw,0.647,4949,1.32,-2.32
4323610766932725760,1237648721764287420,3840,55574,564,A5II (34578),172.4663,0.3428032,22.64526,21.34301,21.07654,20.90258,20.51092,HD003712,K0II-IIIva,1.173,4662,2.05,-0.09
4324737216561827840,1237674651000111450,3841,55572,566,A5II (34578),174.7078,0.5318362,21.78807,20.84127,20.52041,20.41402,20.38498,HD001227,G8II-III,0.895,5063,2.65,0.25
4324603083592323072,1237674650463961684,3841,56016,78,A5II (34578),176.3186,0.04212508,22.21206,21.53102,21.20164,21.08314,21.18287,HD028343,K7V,1.363,3900,4.232,0.17
4324688845499289600,1237674648852693363,3841,56016,390,A5II (34578),174.7673,-1.08563,21.85364,21.46554,21.15915,21.04564,21.72311,HD003712,K0II-IIIva,1.173,4662,2.05,-0.09
4324709186464403456,1237674649926304034,3841,56016,464,A5II (34578),174.4788,-0.3785714,21.49592,20.59755,20.32847,20.30935,20.19903,HD001227,G8II-III,0.895,5063,2.65,0.25
4324752067417886720,1237674650463240545,3841,56016,620,A5II (34578),174.7346,0.2014945,21.3809,20.605,20.307,20.24955,20.10237,HD338529,B5,0.326,6162,4.05,-2.26
4326840577373261824,1237648720693887326,3843,55278,26,A5II (34578),180.0133,-0.4782383,22.22367,21.38251,21.1845,20.99884,20.55299,HD001835,G3V,0.621,5771,4.44,0.15
4326886756861628416,1237648721230430559,3843,55278,194,A5II (34578),179.371,-0.0151306,21.75297,21.11989,20.9118,20.87822,20.63791,HD036395,M1V,1.474,3705,4.8,0.6
4327014849966264320,1237648721766908272,3843,55278,660,A5II (34578),178.4667,0.3012646,22.17828,21.4936,21.16443,21.20338,20.74835,HD003712,K0II-IIIva,1.173,4662,2.05,-0.09
4328019254559657984,1237674650466189571,3844,55321,218,A5II (34578),181.3581,0.01786959,21.809,21.05667,20.74696,20.75934,20.37705,HD003712,K0II-IIIva,1.173,4662,2.05,-0.09
4328186380327079936,1237648722841895421,3844,55321,826,A5II (34578),181.2538,1.221653,22.8458,21.58407,21.31816,21.13248,20.64013,HD003712,K0II-IIIva,1.173,4662,2.05,-0.09
4328201773489868800,1237674651003191587,3844,55321,882,A5II (34578),181.6539,0.5401928,21.18933,20.47557,20.16966,20.17007,19.94682,HD036395,M1V,1.474,3705,4.8,0.6
4328221014943354880,1237648722305351984,3844,55321,952,A5II (34578),182.0219,0.7873613,21.94588,21.01412,20.77613,20.80657,20.47097,HD009927,K3III,1.299,4395,2.11,-0.01
4328225412989865984,1237674651003322514,3844,55321,968,A5II (34578),182.0171,0.5204484,20.89721,20.08484,19.80135,19.77417,19.72411,HD036395,M1V,1.474,3705,4.8,0.6
4329101998668664832,1237648703503270084,3845,55323,61,A5II (34578),183.2398,-0.7850246,21.49994,20.61865,20.51873,20.51365,20.56503,HD005234,K2III,1.226,4318,1.76,-0.25
4329297436860502016,1237648721768808924,3845,55323,772,A5II (34578),182.7068,0.4012665,23.20474,21.88012,21.63186,21.26098,21.04455,HD009562,G2IV,0.605,5807,3.89,0.14
4330243016927498240,1237648720159244772,3846,55327,116,A5II (34578),185.098,-0.8601753,22.50266,21.26493,21.04452,20.85102,20.75102,HD095735,M2V,1.502,3717,4.89,-0.2
4330330977857720320,1237648721232396649,3846,55327,436,A5II (34578),183.8575,-0.1636462,22.74393,21.35263,21.16201,21.08386,21.05223,HD002796,Fw,0.647,4949,1.32,-2.32
4330465668032122880,1237648705651671487,3846,55327,926,A5II (34578),185.2935,0.8601581,23.04737,21.57821,21.20602,21.2623,21.27115,HD001227,G8II-III,0.895,5063,2.65,0.25
4331470626038763520,1237648704041124111,3847,55588,486,A5II (34578),185.467,-0.2519867,21.97935,21.32469,21.09789,20.96591,20.43743,HD002796,Fw,0.647,4949,1.32,-2.32
4331484919689924608,1237648704577994950,3847,55588,538,A5II (34578),185.5579,0.1283101,23.14189,21.41047,21.19358,20.95222,20.58189,HD002796,Fw,0.647,4949,1.32,-2.32
4332528906970353664,1237648721771561776,3848,55647,240,A5II (34578),189.1095,0.2221239,22.40425,21.51245,21.18983,21.30357,21.01914,HD015596,G5III-IV,0.883,4741,2.5,-0.7
4332594327912206336,1237648704579109228,3848,55647,478,A5II (34578),187.9584,0.1372395,24.42456,21.88341,21.5187,21.36664,21.31367,HD000245,G2V,0.539,5373,4.37,-1.08
4332641057156386816,1237648705116176872,3848,55647,648,A5II (34578),188.4357,0.6066077,22.93442,21.78045,21.52004,21.51123,20.95913,HD036395,M1V,1.474,3705,4.8,0.6
4332688061278474240,1237648721771626825,3848,55647,819,A5II (34578),189.2156,0.283937,21.66277,21.0431,20.81187,20.71525,20.47811,HD001227,G8II-III,0.895,5063,2.65,0.25
